x,y
398.7,-471.7320508
398.63,-471.7320508
398.56,-471.7320508
398.49,-471.7320508
398.42,-471.7320508
398.35,-471.7320508
398.28,-471.7320508
398.21,-471.7320508
398.14,-471.7320508
398.07,-471.7320508
398,-471.7320508
397.93,-471.7320508
397.86,-471.7320508
397.79,-471.7320508
397.72,-471.7320508
397.65,-471.7320508
397.58,-471.7320508
397.51,-471.7320508
397.44,-471.7320508
397.37,-471.7320508
397.3,-471.7320508
397.23,-471.7320508
397.16,-471.7320508
397.09,-471.7320508
397.02,-471.7320508
396.95,-471.7320508
396.88,-471.7320508
396.81,-471.7320508
396.74,-471.7320508
396.67,-471.7320508
396.6,-471.7320508
396.53,-471.7320508
396.46,-471.7320508
396.39,-471.7320508
396.32,-471.7320508
396.25,-471.7320508
396.18,-471.7320508
396.11,-471.7320508
396.04,-471.7320508
395.97,-471.7320508
395.9,-471.7320508
395.83,-471.7320508
395.76,-471.7320508
395.69,-471.7320508
395.62,-471.7320508
395.55,-471.7320508
395.48,-471.7320508
395.41,-471.7320508
395.34,-471.7320508
395.27,-471.7320508
395.2,-471.7320508
395.13,-471.7320508
395.06,-471.7320508
394.99,-471.7320508
394.92,-471.7320508
394.85,-471.7320508
394.78,-471.7320508
394.71,-471.7320508
394.64,-471.7320508
394.57,-471.7320508
394.5,-471.7320508
394.43,-471.7320508
394.36,-471.7320508
394.29,-471.7320508
394.22,-471.7320508
394.15,-471.7320508
394.08,-471.7320508
394.01,-471.7320508
393.94,-471.7320508
393.87,-471.7320508
393.8,-471.7320508
393.73,-471.7320508
393.66,-471.7320508
393.59,-471.7320508
393.52,-471.7320508
393.45,-471.7320508
393.38,-471.7320508
393.31,-471.7320508
393.24,-471.7320508
393.17,-471.7320508
393.1,-471.7320508
393.03,-471.7320508
392.96,-471.7320508
392.89,-471.7320508
392.82,-471.7320508
392.75,-471.7320508
392.68,-471.7320508
392.61,-471.7320508
392.54,-471.7320508
392.47,-471.7320508
392.4,-471.7320508
392.33,-471.7320508
392.26,-471.7320508
392.19,-471.7320508
392.12,-471.7320508
392.05,-471.7320508
391.98,-471.7320508
391.91,-471.7320508
391.84,-471.7320508
391.77,-471.7320508
391.7,-471.7320508
391.63,-471.7320508
391.56,-471.7320508
391.49,-471.7320508
391.42,-471.7320508
391.35,-471.7320508
391.28,-471.7320508
391.21,-471.7320508
391.14,-471.7320508
391.07,-471.7320508
391,-471.7320508
390.93,-471.7320508
390.86,-471.7320508
390.79,-471.7320508
390.72,-471.7320508
390.65,-471.7320508
390.58,-471.7320508
390.51,-471.7320508
390.44,-471.7320508
390.37,-471.7320508
390.3,-471.7320508
390.23,-471.7320508
390.16,-471.7320508
390.09,-471.7320508
390.02,-471.7320508
389.95,-471.7320508
389.88,-471.7320508
389.81,-471.7320508
389.74,-471.7320508
389.67,-471.7320508
389.6,-471.7320508
389.53,-471.7320508
389.46,-471.7320508
389.39,-471.7320508
389.32,-471.7320508
389.25,-471.7320508
389.18,-471.7320508
389.11,-471.7320508
389.04,-471.7320508
388.97,-471.7320508
388.9,-471.7320508
388.83,-471.7320508
388.76,-471.7320508
388.69,-471.7320508
388.62,-471.7320508
388.55,-471.7320508
388.48,-471.7320508
388.41,-471.7320508
388.34,-471.7320508
388.27,-471.7320508
388.2,-471.7320508
388.13,-471.7320508
388.06,-471.7320508
387.99,-471.7320508
387.92,-471.7320508
387.85,-471.7320508
387.78,-471.7320508
387.71,-471.7320508
387.64,-471.7320508
387.57,-471.7320508
387.5,-471.7320508
387.43,-471.7320508
387.36,-471.7320508
387.29,-471.7320508
387.22,-471.7320508
387.15,-471.7320508
387.08,-471.7320508
387.01,-471.7320508
386.94,-471.7320508
386.87,-471.7320508
386.8,-471.7320508
386.73,-471.7320508
386.66,-471.7320508
386.59,-471.7320508
386.52,-471.7320508
386.45,-471.7320508
386.38,-471.7320508
386.31,-471.7320508
386.24,-471.7320508
386.17,-471.7320508
386.1,-471.7320508
386.03,-471.7320508
385.96,-471.7320508
385.89,-471.7320508
385.82,-471.7320508
385.75,-471.7320508
385.68,-471.7320508
385.61,-471.7320508
385.54,-471.7320508
385.47,-471.7320508
385.4,-471.7320508
385.33,-471.7320508
385.26,-471.7320508
385.19,-471.7320508
385.12,-471.7320508
385.05,-471.7320508
384.98,-471.7320508
384.91,-471.7320508
384.84,-471.7320508
384.77,-471.7320508
384.7,-471.7320508
384.63,-471.7320508
384.56,-471.7320508
384.49,-471.7320508
384.42,-471.7320508
384.35,-471.7320508
384.28,-471.7320508
384.21,-471.7320508
384.14,-471.7320508
384.07,-471.7320508
384,-471.7320508
383.93,-471.7320508
383.86,-471.7320508
383.79,-471.7320508
383.72,-471.7320508
383.65,-471.7320508
383.58,-471.7320508
383.51,-471.7320508
383.44,-471.7320508
383.37,-471.7320508
383.3,-471.7320508
383.23,-471.7320508
383.16,-471.7320508
383.09,-471.7320508
383.02,-471.7320508
382.95,-471.7320508
382.88,-471.7320508
382.81,-471.7320508
382.74,-471.7320508
382.67,-471.7320508
382.6,-471.7320508
382.53,-471.7320508
382.46,-471.7320508
382.39,-471.7320508
382.32,-471.7320508
382.25,-471.7320508
382.18,-471.7320508
382.11,-471.7320508
382.04,-471.7320508
381.97,-471.7320508
381.9,-471.7320508
381.83,-471.7320508
381.76,-471.7320508
381.69,-471.7320508
381.62,-471.7320508
381.55,-471.7320508
381.48,-471.7320508
381.41,-471.7320508
381.34,-471.7320508
381.27,-471.7320508
381.2,-471.7320508
381.13,-471.7320508
381.06,-471.7320508
380.99,-471.7320508
380.92,-471.7320508
380.85,-471.7320508
380.78,-471.7320508
380.71,-471.7320508
380.64,-471.7320508
380.57,-471.7320508
380.5,-471.7320508
380.43,-471.7320508
380.36,-471.7320508
380.29,-471.7320508
380.22,-471.7320508
380.15,-471.7320508
380.08,-471.7320508
380.01,-471.7320508
379.94,-471.7320508
379.87,-471.7320508
379.8,-471.7320508
379.73,-471.7320508
379.66,-471.7320508
379.59,-471.7320508
379.52,-471.7320508
379.45,-471.7320508
379.38,-471.7320508
379.31,-471.7320508
379.24,-471.7320508
379.17,-471.7320508
379.1,-471.7320508
379.03,-471.7320508
378.96,-471.7320508
378.89,-471.7320508
378.82,-471.7320508
378.75,-471.7320508
378.68,-471.7320508
378.61,-471.7320508
378.54,-471.7320508
378.47,-471.7320508
378.4,-471.7320508
378.33,-471.7320508
378.26,-471.7320508
378.19,-471.7320508
378.12,-471.7320508
378.05,-471.7320508
377.98,-471.7320508
377.91,-471.7320508
377.84,-471.7320508
377.77,-471.7320508
377.7,-471.7320508
377.63,-471.7320508
377.56,-471.7320508
377.49,-471.7320508
377.42,-471.7320508
377.35,-471.7320508
377.28,-471.7320508
377.21,-471.7320508
377.14,-471.7320508
377.07,-471.7320508
377,-471.7320508
376.93,-471.7320508
376.86,-471.7320508
376.79,-471.7320508
376.72,-471.7320508
376.65,-471.7320508
376.58,-471.7320508
376.51,-471.7320508
376.44,-471.7320508
376.37,-471.7320508
376.3,-471.7320508
376.23,-471.7320508
376.16,-471.7320508
376.09,-471.7320508
376.02,-471.7320508
375.95,-471.7320508
375.88,-471.7320508
375.81,-471.7320508
375.74,-471.7320508
375.67,-471.7320508
375.6,-471.7320508
375.53,-471.7320508
375.46,-471.7320508
375.39,-471.7320508
375.32,-471.7320508
375.25,-471.7320508
375.18,-471.7320508
375.11,-471.7320508
375.04,-471.7320508
374.97,-471.7320508
374.9,-471.7320508
374.83,-471.7320508
374.76,-471.7320508
374.69,-471.7320508
374.62,-471.7320508
374.55,-471.7320508
374.48,-471.7320508
374.41,-471.7320508
374.34,-471.7320508
374.27,-471.7320508
374.2,-471.7320508
374.13,-471.7320508
374.06,-471.7320508
373.99,-471.7320508
373.92,-471.7320508
373.85,-471.7320508
373.78,-471.7320508
373.71,-471.7320508
373.64,-471.7320508
373.57,-471.7320508
373.5,-471.7320508
373.429704,-471.7320371
373.358832,-471.7319967
373.287408,-471.7319308
373.215456,-471.7318404
373.143,-471.7317268
373.070064,-471.7315908
372.996672,-471.7314338
372.922848,-471.7312568
372.848616,-471.7310609
372.774,-471.7308472
372.699024,-471.7306168
372.623712,-471.7303709
372.548088,-471.7301105
372.472176,-471.7298369
372.396,-471.729551
372.319584,-471.7292539
372.242952,-471.7289469
372.166128,-471.728631
372.089136,-471.7283073
372.012,-471.727977
371.934744,-471.7276411
371.857392,-471.7273007
371.779968,-471.726957
371.702496,-471.7266111
371.625,-471.7262641
371.547504,-471.7259171
371.470032,-471.7255712
371.392608,-471.7252275
371.315256,-471.7248871
371.238,-471.7245512
371.160864,-471.7242209
371.083872,-471.7238972
371.007048,-471.7235813
370.930416,-471.7232743
370.854,-471.7229773
370.777824,-471.7226913
370.701912,-471.7224177
370.626288,-471.7221573
370.550976,-471.7219114
370.476,-471.721681
370.401384,-471.7214673
370.327152,-471.7212714
370.253328,-471.7210944
370.179936,-471.7209374
370.107,-471.7208015
370.034544,-471.7206878
369.962592,-471.7205974
369.891168,-471.7205315
369.820296,-471.7204911
369.75,-471.7204774
369.68,-471.7204774
369.61,-471.7204774
369.54,-471.7204774
369.47,-471.7204774
369.4,-471.7204774
369.33,-471.7204774
369.26,-471.7204774
369.19,-471.7204774
369.12,-471.7204774
369.05,-471.7204774
368.98,-471.7204774
368.91,-471.7204774
368.84,-471.7204774
368.77,-471.7204774
368.7,-471.7204774
368.63,-471.7204774
368.56,-471.7204774
368.49,-471.7204774
368.42,-471.7204774
368.35,-471.7204774
368.28,-471.7204774
368.21,-471.7204774
368.14,-471.7204774
368.07,-471.7204774
368,-471.7204774
367.93,-471.7204774
367.86,-471.7204774
367.79,-471.7204774
367.72,-471.7204774
367.65,-471.7204774
367.58,-471.7204774
367.51,-471.7204774
367.44,-471.7204774
367.37,-471.7204774
367.3,-471.7204774
367.23,-471.7204774
367.16,-471.7204774
367.09,-471.7204774
367.02,-471.7204774
366.95,-471.7204774
366.88,-471.7204774
366.81,-471.7204774
366.74,-471.7204774
366.67,-471.7204774
366.6,-471.7204774
366.53,-471.7204774
366.46,-471.7204774
366.39,-471.7204774
366.32,-471.7204774
366.25,-471.7204774
366.18,-471.7204774
366.11,-471.7204774
366.04,-471.7204774
365.97,-471.7204774
365.9,-471.7204774
365.83,-471.7204774
365.76,-471.7204774
365.69,-471.7204774
365.62,-471.7204774
365.55,-471.7204774
365.48,-471.7204774
365.41,-471.7204774
365.34,-471.7204774
365.27,-471.7204774
365.2,-471.7204774
365.13,-471.7204774
365.06,-471.7204774
364.99,-471.7204774
364.92,-471.7204774
364.85,-471.7204774
364.78,-471.7204774
364.71,-471.7204774
364.64,-471.7204774
364.57,-471.7204774
364.5,-471.7204774
364.43,-471.7204774
364.36,-471.7204774
364.29,-471.7204774
364.22,-471.7204774
364.15,-471.7204774
364.08,-471.7204774
364.01,-471.7204774
363.94,-471.7204774
363.87,-471.7204774
363.8,-471.7204774
363.73,-471.7204774
363.66,-471.7204774
363.59,-471.7204774
363.52,-471.7204774
363.45,-471.7204774
363.38,-471.7204774
363.31,-471.7204774
363.24,-471.7204774
363.17,-471.7204774
363.1,-471.7204774
363.03,-471.7204774
362.96,-471.7204774
362.89,-471.7204774
362.82,-471.7204774
362.75,-471.7204774
362.68,-471.7204774
362.61,-471.7204774
362.54,-471.7204774
362.47,-471.7204774
362.4,-471.7204774
362.33,-471.7204774
362.26,-471.7204774
362.19,-471.7204774
362.12,-471.7204774
362.05,-471.7204774
361.98,-471.7204774
361.91,-471.7204774
361.84,-471.7204774
361.77,-471.7204774
361.7,-471.7204774
361.63,-471.7204774
361.56,-471.7204774
361.49,-471.7204774
361.42,-471.7204774
361.35,-471.7204774
361.28,-471.7204774
361.21,-471.7204774
361.14,-471.7204774
361.07,-471.7204774
361,-471.7204774
360.93,-471.7204774
360.86,-471.7204774
360.79,-471.7204774
360.72,-471.7204774
360.65,-471.7204774
360.58,-471.7204774
360.51,-471.7204774
360.44,-471.7204774
360.37,-471.7204774
360.3,-471.7204774
360.23,-471.7204774
360.16,-471.7204774
360.09,-471.7204774
360.02,-471.7204774
359.95,-471.7204774
359.88,-471.7204774
359.81,-471.7204774
359.74,-471.7204774
359.67,-471.7204774
359.6,-471.7204774
359.53,-471.7204774
359.46,-471.7204774
359.39,-471.7204774
359.32,-471.7204774
359.25,-471.7204774
359.18,-471.7204774
359.11,-471.7204774
359.04,-471.7204774
358.97,-471.7204774
358.9,-471.7204774
358.83,-471.7204774
358.76,-471.7204774
358.69,-471.7204774
358.62,-471.7204774
358.55,-471.7204774
358.48,-471.7204774
358.41,-471.7204774
358.34,-471.7204774
358.27,-471.7204774
358.2,-471.7204774
358.13,-471.7204774
358.06,-471.7204774
357.99,-471.7204774
357.92,-471.7204774
357.85,-471.7204774
357.78,-471.7204774
357.71,-471.7204774
357.64,-471.7204774
357.57,-471.7204774
357.5,-471.7204774
357.43,-471.7204774
357.36,-471.7204774
357.29,-471.7204774
357.22,-471.7204774
357.15,-471.7204774
357.08,-471.7204774
357.01,-471.7204774
356.94,-471.7204774
356.87,-471.7204774
356.8,-471.7204774
356.73,-471.7204774
356.66,-471.7204774
356.59,-471.7204774
356.52,-471.7204774
356.45,-471.7204774
356.38,-471.7204774
356.31,-471.7204774
356.24,-471.7204774
356.17,-471.7204774
356.1,-471.7204774
356.03,-471.7204774
355.96,-471.7204774
355.89,-471.7204774
355.82,-471.7204774
355.75,-471.7204774
355.68,-471.7204774
355.61,-471.7204774
355.54,-471.7204774
355.47,-471.7204774
355.4,-471.7204774
355.33,-471.7204774
355.26,-471.7204774
355.19,-471.7204774
355.12,-471.7204774
355.05,-471.7204774
354.98,-471.7204774
354.91,-471.7204774
354.84,-471.7204774
354.77,-471.7204774
354.7,-471.7204774
354.63,-471.7204774
354.56,-471.7204774
354.49,-471.7204774
354.42,-471.7204774
354.35,-471.7204774
354.28,-471.7204774
354.21,-471.7204774
354.14,-471.7204774
354.07,-471.7204774
354,-471.7204774
353.93,-471.7204774
353.86,-471.7204774
353.79,-471.7204774
353.72,-471.7204774
353.65,-471.7204774
353.58,-471.7204774
353.51,-471.7204774
353.44,-471.7204774
353.37,-471.7204774
353.3,-471.7204774
353.23,-471.7204774
353.16,-471.7204774
353.09,-471.7204774
353.02,-471.7204774
352.95,-471.7204774
352.88,-471.7204774
352.81,-471.7204774
352.74,-471.7204774
352.67,-471.7204774
352.6,-471.7204774
352.53,-471.7204774
352.46,-471.7204774
352.39,-471.7204774
352.32,-471.7204774
352.25,-471.7204774
352.18,-471.7204774
352.11,-471.7204774
352.04,-471.7204774
351.97,-471.7204774
351.9,-471.7204774
351.83,-471.7204774
351.76,-471.7204774
351.69,-471.7204774
351.62,-471.7204774
351.55,-471.7204774
351.48,-471.7204774
351.41,-471.7204774
351.34,-471.7204774
351.27,-471.7204774
351.2,-471.7204774
351.13,-471.7204774
351.06,-471.7204774
350.99,-471.7204774
350.92,-471.7204774
350.85,-471.7204774
350.78,-471.7204774
350.71,-471.7204774
350.64,-471.7204774
350.57,-471.7204774
350.5,-471.7204774
350.43,-471.7204774
350.36,-471.7204774
350.29,-471.7204774
350.22,-471.7204774
350.15,-471.7204774
350.08,-471.7204774
350.01,-471.7204774
349.94,-471.7204774
349.87,-471.7204774
349.8,-471.7204774
349.73,-471.7204774
349.66,-471.7204774
349.59,-471.7204774
349.52,-471.7204774
349.45,-471.7204774
349.38,-471.7204774
349.31,-471.7204774
349.24,-471.7204774
349.17,-471.7204774
349.1,-471.7204774
349.03,-471.7204774
348.96,-471.7204774
348.89,-471.7204774
348.82,-471.7204774
348.75,-471.7204774
348.68,-471.7204774
348.61,-471.7204774
348.54,-471.7204774
348.47,-471.7204774
348.4,-471.7204774
348.33,-471.7204774
348.26,-471.7204774
348.19,-471.7204774
348.12,-471.7204774
348.05,-471.7204774
347.98,-471.7204774
347.91,-471.7204774
347.84,-471.7204774
347.77,-471.7204774
347.7,-471.7204774
347.63,-471.7204774
347.56,-471.7204774
347.49,-471.7204774
347.42,-471.7204774
347.35,-471.7204774
347.28,-471.7204774
347.21,-471.7204774
347.14,-471.7204774
347.07,-471.7204774
347,-471.7204774
346.93,-471.7204774
346.86,-471.7204774
346.79,-471.7204774
346.72,-471.7204774
346.65,-471.7204774
346.58,-471.7204774
346.51,-471.7204774
346.44,-471.7204774
346.37,-471.7204774
346.3,-471.7204774
346.23,-471.7204774
346.16,-471.7204774
346.09,-471.7204774
346.02,-471.7204774
345.95,-471.7204774
345.88,-471.7204774
345.81,-471.7204774
345.74,-471.7204774
345.67,-471.7204774
345.6,-471.7204774
345.53,-471.7204774
345.46,-471.7204774
345.39,-471.7204774
345.32,-471.7204774
345.25,-471.7204774
345.18,-471.7204774
345.11,-471.7204774
345.04,-471.7204774
344.97,-471.7204774
344.9,-471.7204774
344.83,-471.7204774
344.76,-471.7204774
344.69,-471.7204774
344.62,-471.7204774
344.55,-471.7204774
344.48,-471.7204774
344.41,-471.7204774
344.34,-471.7204774
344.27,-471.7204774
344.2,-471.7204774
344.13,-471.7204774
344.06,-471.7204774
343.99,-471.7204774
343.92,-471.7204774
343.85,-471.7204774
343.78,-471.7204774
343.71,-471.7204774
343.64,-471.7204774
343.57,-471.7204774
343.5,-471.7204774
343.43,-471.7204774
343.36,-471.7204774
343.29,-471.7204774
343.22,-471.7204774
343.15,-471.7204774
343.08,-471.7204774
343.01,-471.7204774
342.94,-471.7204774
342.87,-471.7204774
342.8,-471.7204774
342.73,-471.7204774
342.66,-471.7204774
342.59,-471.7204774
342.52,-471.7204774
342.45,-471.7204774
342.38,-471.7204774
342.31,-471.7204774
342.24,-471.7204774
342.17,-471.7204774
342.1,-471.7204774
342.03,-471.7204774
341.96,-471.7204774
341.89,-471.7204774
341.82,-471.7204774
341.75,-471.7204774
341.68,-471.7204774
341.61,-471.7204774
341.54,-471.7204774
341.47,-471.7204774
341.4,-471.7204774
341.33,-471.7204774
341.26,-471.7204774
341.19,-471.7204774
341.12,-471.7204774
341.05,-471.7204774
340.98,-471.7204774
340.91,-471.7204774
340.84,-471.7204774
340.77,-471.7204774
340.7,-471.7204774
340.63,-471.7204774
340.56,-471.7204774
340.49,-471.7204774
340.42,-471.7204774
340.35,-471.7204774
340.28,-471.7204774
340.21,-471.7204774
340.14,-471.7204774
340.07,-471.7204774
340,-471.7204774
339.93,-471.7204774
339.86,-471.7204774
339.79,-471.7204774
339.72,-471.7204774
339.65,-471.7204774
339.58,-471.7204774
339.51,-471.7204774
339.44,-471.7204774
339.37,-471.7204774
339.3,-471.7204774
339.23,-471.7204774
339.16,-471.7204774
339.09,-471.7204774
339.02,-471.7204774
338.95,-471.7204774
338.88,-471.7204774
338.81,-471.7204774
338.74,-471.7204774
338.67,-471.7204774
338.6,-471.7204774
338.53,-471.7204774
338.46,-471.7204774
338.39,-471.7204774
338.32,-471.7204774
338.25,-471.7204774
338.18,-471.7204774
338.11,-471.7204774
338.04,-471.7204774
337.97,-471.7204774
337.9,-471.7204774
337.83,-471.7204774
337.76,-471.7204774
337.69,-471.7204774
337.62,-471.7204774
337.55,-471.7204774
337.48,-471.7204774
337.41,-471.7204774
337.34,-471.7204774
337.27,-471.7204774
337.2,-471.7204774
337.13,-471.7204774
337.06,-471.7204774
336.99,-471.7204774
336.92,-471.7204774
336.85,-471.7204774
336.78,-471.7204774
336.71,-471.7204774
336.64,-471.7204774
336.57,-471.7204774
336.5,-471.7204774
336.43,-471.7204774
336.36,-471.7204774
336.29,-471.7204774
336.22,-471.7204774
336.15,-471.7204774
336.08,-471.7204774
336.01,-471.7204774
335.94,-471.7204774
335.87,-471.7204774
335.8,-471.7204774
335.73,-471.7204774
335.66,-471.7204774
335.59,-471.7204774
335.52,-471.7204774
335.45,-471.7204774
335.38,-471.7204774
335.31,-471.7204774
335.24,-471.7204774
335.17,-471.7204774
335.1,-471.7204774
335.03,-471.7204774
334.96,-471.7204774
334.89,-471.7204774
334.82,-471.7204774
334.75,-471.7204774
334.68,-471.7204774
334.61,-471.7204774
334.54,-471.7204774
334.47,-471.7204774
334.4,-471.7204774
334.33,-471.7204774
334.26,-471.7204774
334.19,-471.7204774
334.12,-471.7204774
334.05,-471.7204774
333.98,-471.7204774
333.91,-471.7204774
333.84,-471.7204774
333.77,-471.7204774
333.7,-471.7204774
333.63,-471.7204774
333.56,-471.7204774
333.49,-471.7204774
333.42,-471.7204774
333.35,-471.7204774
333.28,-471.7204774
333.21,-471.7204774
333.14,-471.7204774
333.07,-471.7204774
333,-471.7204774
332.93,-471.7204774
332.86,-471.7204774
332.79,-471.7204774
332.72,-471.7204774
332.65,-471.7204774
332.58,-471.7204774
332.51,-471.7204774
332.44,-471.7204774
332.37,-471.7204774
332.3,-471.7204774
332.23,-471.7204774
332.16,-471.7204774
332.09,-471.7204774
332.02,-471.7204774
331.95,-471.7204774
331.88,-471.7204774
331.81,-471.7204774
331.74,-471.7204774
331.67,-471.7204774
331.6,-471.7204774
331.53,-471.7204774
331.46,-471.7204774
331.39,-471.7204774
331.32,-471.7204774
331.25,-471.7204774
331.18,-471.7204774
331.11,-471.7204774
331.04,-471.7204774
330.97,-471.7204774
330.9,-471.7204774
330.83,-471.7204774
330.76,-471.7204774
330.69,-471.7204774
330.62,-471.7204774
330.55,-471.7204774
330.48,-471.7204774
330.41,-471.7204774
330.34,-471.7204774
330.27,-471.7204774
330.2,-471.7204774
330.13,-471.7204774
330.06,-471.7204774
329.99,-471.7204774
329.92,-471.7204774
329.85,-471.7204774
